,x,y,v,phi,a,delta,i_traj
0,1.4942041648310165,-0.13173425447333334,14.4,-0.05269370178933334,-6.0,-0.17453292519943295,0.0
1,2.9199883580578856,-0.33357437522341055,13.8,-0.10327965550709334,-6.0,-0.17453292519943295,0.0
2,4.274836338174486,-0.5958470401619582,13.200000000000001,-0.15175786115328002,-6.0,-0.17453292519943295,0.0
3,5.557098422439243,-0.9092221305201464,12.600000000000001,-0.19812831872789335,-6.0,-0.17453292519943295,0.0
4,6.765894332064779,-1.2647674143766112,12.000000000000002,-0.24239102823093336,-6.0,-0.17453292519943295,0.0
5,7.901017869860153,-1.6539904274975128,11.400000000000002,-0.2845459896624,-6.0,-0.17453292519943295,0.0
6,8.962844540344934,-2.0688688697516344,10.800000000000002,-0.32459320302229333,-6.0,-0.17453292519943295,0.0
7,9.952242991398053,-2.501870838631325,10.200000000000003,-0.36253266831061337,-6.0,-0.17453292519943295,0.0
8,10.870490948204335,-2.9459661998107567,9.600000000000003,-0.39836438552736003,-6.0,-0.17453292519943295,0.0
9,11.719196125214406,-3.3946303531775097,9.000000000000004,-0.43208835467253337,-6.0,-0.17453292519943295,0.0
10,12.500222440010123,-3.841841595876774,8.400000000000004,-0.4637045757461334,-6.0,-0.17453292519943295,0.0
11,13.215621713836908,-4.282073215604513,7.800000000000004,-0.4932130487481601,-6.0,-0.17453292519943295,0.0
12,13.867570926207383,-4.710281371166172,7.200000000000005,-0.5206137736786134,-6.0,-0.17453292519943295,0.0
13,14.458314994190006,-5.121889736172695,6.600000000000005,-0.5459067505374934,-6.0,-0.17453292519943295,0.0
14,14.990114969362986,-5.512771798188873,6.000000000000005,-0.5690919793248,-6.0,-0.17453292519943295,0.0
15,15.465201485401595,-5.879231621741603,5.400000000000006,-0.5901694600405334,-6.0,-0.17453292519943295,0.0
16,15.885733245274304,-6.217983800979409,4.800000000000006,-0.6091391926846934,-6.0,-0.17453292519943295,0.0
17,16.25376030743292,-6.526133247707613,4.200000000000006,-0.6260011772572801,-6.0,-0.17453292519943295,0.0
18,16.571191913600885,-6.801155383917821,3.6000000000000063,-0.6407554137582935,-6.0,-0.17453292519943295,0.0
19,16.839768595252472,-7.040877235389523,3.000000000000006,-0.6534019021877335,-6.0,-0.17453292519943295,0.0
20,17.06103830016859,-7.243459854797838,2.400000000000006,-0.6639406425456003,-6.0,-0.17453292519943295,0.0
21,17.236336293174542,-7.407382439111549,1.800000000000006,-0.6723716348318937,-6.0,-0.17453292519943295,0.0
22,17.36676860502812,-7.5314284468043855,1.200000000000006,-0.6786948790466136,-6.0,-0.17453292519943295,0.0
23,17.45319882924409,-7.614673965254192,0.6000000000000059,-0.6829103751897603,-6.0,-0.17453292519943295,0.0
24,17.49623809731625,-7.656478527251811,5.773159728050814e-15,-0.6850181232613336,-6.0,-0.17453292519943295,0.0
25,17.49623809731625,-7.656478527251811,0.0,-0.6850181232613336,-6.0,-0.17453292519943295,0.0
26,1.496760702073578,-0.0985261423593253,14.4,-0.039410456943730125,-6.0,-0.1308996938995747,1.0
27,2.9288085659094376,-0.2496516388288195,13.8,-0.07724449560971104,-6.0,-0.1308996938995747,1.0
28,4.294727520429721,-0.4462868586705777,13.200000000000001,-0.11350211599794274,-6.0,-0.1308996938995747,1.0
29,5.593581943913141,-0.6816104371695288,12.600000000000001,-0.14818331810842525,-6.0,-0.1308996938995747,1.0
30,6.824863213812363,-0.9490920896157482,12.000000000000002,-0.18128810194115855,-6.0,-0.1308996938995747,1.0
31,7.988437813352236,-1.2425101383203665,11.400000000000002,-0.21281646749614264,-6.0,-0.1308996938995747,1.0
32,9.084497339775874,-1.5559643048838216,10.800000000000002,-0.24276841477337752,-6.0,-0.1308996938995747,1.0
33,10.113510687781316,-1.8838843098036646,10.200000000000003,-0.2711439437728632,-6.0,-0.1308996938995747,1.0
34,11.076178617638584,-2.221034805612765,9.600000000000003,-0.2979430544945997,-6.0,-0.1308996938995747,1.0
35,11.973390860644388,-2.5625171492273298,9.000000000000004,-0.32316574693858696,-6.0,-0.1308996938995747,1.0
36,12.806185864800064,-2.9037684950903873,8.400000000000004,-0.34681202110482506,-6.0,-0.1308996938995747,1.0
37,13.575713240641369,-3.2405586639356136,7.800000000000004,-0.36888187699331393,-6.0,-0.1308996938995747,1.0
38,14.283198930692844,-3.5689852133684936,7.200000000000005,-0.3893753146040536,-6.0,-0.1308996938995747,1.0
39,14.929913095700769,-3.8854671066548305,6.600000000000005,-0.40829233393704406,-6.0,-0.1308996938995747,1.0
40,15.517140686217806,-4.186737345702029,6.000000000000005,-0.42563293499228533,-6.0,-0.1308996938995747,1.0
41,16.04615464884745,-4.469834903697298,5.400000000000006,-0.4413971177697774,-6.0,-0.1308996938995747,1.0
42,16.518191702073096,-4.732096262616308,4.800000000000006,-0.45558488226952026,-6.0,-0.1308996938995747,1.0
43,16.934430606657926,-4.971146831136908,4.200000000000006,-0.46819622849151393,-6.0,-0.1308996938995747,1.0
44,17.295972849673703,-5.184892489607719,3.6000000000000063,-0.47923115643575837,-6.0,-0.1308996938995747,1.0
45,17.603825658874978,-5.3715114807819395,3.000000000000006,-0.4886896661022536,-6.0,-0.1308996938995747,1.0
46,17.85888726496728,-5.529446838120367,2.400000000000006,-0.49657175749099963,-6.0,-0.1308996938995747,1.0
47,18.061934332927684,-5.657399517626046,1.800000000000006,-0.5028774306019965,-6.0,-0.1308996938995747,1.0
48,18.213611489543105,-5.754322374378527,1.200000000000006,-0.5076066854352441,-6.0,-0.1308996938995747,1.0
49,18.314422882372515,-5.819415101128866,0.6000000000000059,-0.5107595219907426,-6.0,-0.1308996938995747,1.0
50,18.364725715067387,-5.852120223401561,5.773159728050814e-15,-0.5123359402684918,-6.0,-0.1308996938995747,1.0
51,18.364725715067387,-5.852120223401561,0.0,-0.5123359402684918,-6.0,-0.1308996938995747,1.0
52,1.4985668815269824,-0.06555380683450368,14.4,-0.026221522733801475,-6.0,-0.08726646259971647,2.0
53,2.935046565245756,-0.16618242236315411,13.8,-0.05139418455825089,-6.0,-0.08726646259971647,2.0
54,4.308809504990055,-0.29723731691158795,13.200000000000001,-0.07551798547334826,-6.0,-0.08726646259971647,2.0
55,5.6194374931045346,-0.4542541210154609,12.600000000000001,-0.09859292547909355,-6.0,-0.08726646259971647,2.0
56,6.866700275259318,-0.6329593314921244,12.000000000000002,-0.1206190045754868,-6.0,-0.08726646259971647,2.0
57,8.050533021856594,-0.8292754746998289,11.400000000000002,-0.14159622276252798,-6.0,-0.08726646259971647,2.0
58,9.171014723269854,-1.039324889833615,10.800000000000002,-0.1615245800402171,-6.0,-0.08726646259971647,2.0
59,10.22834756230857,-1.2594322897326793,10.200000000000003,-0.18040407640855416,-6.0,-0.08726646259971647,2.0
60,11.222837304904031,-1.4861262505530248,9.600000000000003,-0.19823471186753916,-6.0,-0.08726646259971647,2.0
61,12.154874739022937,-1.7161397749402838,9.000000000000004,-0.2150164864171721,-6.0,-0.08726646259971647,2.0
62,13.024918182182246,-1.9464100661536659,8.400000000000004,-0.230749400057453,-6.0,-0.08726646259971647,2.0
63,13.833477069601924,-2.1740776430605493,7.800000000000004,-0.24543345278838183,-6.0,-0.08726646259971647,2.0
64,14.581096627926533,-2.396484918145065,7.200000000000005,-0.2590686446099586,-6.0,-0.08726646259971647,2.0
65,15.268343633502097,-2.6111743527416955,6.600000000000005,-0.2716549755221833,-6.0,-0.08726646259971647,2.0
66,15.895793249338837,-2.8158862956916053,6.000000000000005,-0.28319244552505596,-6.0,-0.08726646259971647,2.0
67,16.4640169310481,-3.0085566035876905,5.400000000000006,-0.2936810546185766,-6.0,-0.08726646259971647,2.0
68,16.97357138913758,-3.187314132774963,4.800000000000006,-0.3031208028027451,-6.0,-0.08726646259971647,2.0
69,17.424988593006336,-3.3504781853457177,4.200000000000006,-0.3115116900775616,-6.0,-0.08726646259971647,2.0
70,17.81876680072434,-3.496555983543793,3.6000000000000063,-0.318853716443026,-6.0,-0.08726646259971647,2.0
71,18.155362598135117,-3.6242402392897723,3.000000000000006,-0.3251468818991384,-6.0,-0.08726646259971647,2.0
72,18.435183930910654,-3.732406877971585,2.400000000000006,-0.33039118644589865,-6.0,-0.08726646259971647,2.0
73,18.65858411384201,-3.8201129682175714,1.800000000000006,-0.3345866300833069,-6.0,-0.08726646259971647,2.0
74,18.825856802795993,-3.8865949020801214,1.200000000000006,-0.3377332128113631,-6.0,-0.08726646259971647,2.0
75,18.937231916338014,-3.9312668629001037,0.6000000000000059,-0.3398309346300672,-6.0,-0.08726646259971647,2.0
76,18.992872495945196,-3.953719611083272,5.773159728050814e-15,-0.3408797955394193,-6.0,-0.08726646259971647,2.0
77,18.992872495945196,-3.953719611083272,0.0,-0.3408797955394193,-6.0,-0.08726646259971647,2.0
78,1.4996427005904893,-0.032737907166824114,14.4,-0.013095162866729643,-6.0,-0.043633231299858244,3.0
79,2.938764708227469,-0.08301560734203886,13.8,-0.0256665192187901,-6.0,-0.043633231299858244,3.0
80,4.31720861274816,-0.14853203344842653,13.200000000000001,-0.03771406905618137,-6.0,-0.043633231299858244,3.0
81,5.634869511874063,-0.22707982090750284,12.600000000000001,-0.049237812378903456,-6.0,-0.043633231299858244,3.0
82,6.891689219472582,-0.3165461419002429,12.000000000000002,-0.06023774918695636,-6.0,-0.043633231299858244,3.0
83,8.087650712439542,-0.4149133485305013,11.400000000000002,-0.07071387948034008,-6.0,-0.043633231299858244,3.0
84,9.222772820372485,-0.5202594451922706,10.800000000000002,-0.0806662032590546,-6.0,-0.043633231299858244,3.0
85,10.297105161347964,-0.6307584095953234,10.200000000000003,-0.09009472052309994,-6.0,-0.043633231299858244,3.0
86,11.310723326350697,-0.7446803810340845,9.600000000000003,-0.0989994312724761,-6.0,-0.043633231299858244,3.0
87,12.263724314224374,-0.860391733596378,9.000000000000004,-0.10738033550718307,-6.0,-0.043633231299858244,3.0
88,13.156222218419193,-0.9763550511060817,8.400000000000004,-0.11523743322722085,-6.0,-0.043633231299858244,3.0
89,13.988344166295656,-1.0911290196803258,7.800000000000004,-0.12257072443258946,-6.0,-0.043633231299858244,3.0
90,14.760226511303657,-1.2033682528608438,7.200000000000005,-0.12938020912328888,-6.0,-0.043633231299858244,3.0
91,15.472011277986027,-1.311823063353164,6.600000000000005,-0.1356658872993191,-6.0,-0.043633231299858244,3.0
92,16.123842859452264,-1.4153391944788372,6.000000000000005,-0.14142775896068016,-6.0,-0.043633231299858244,3.0
93,16.715864966726688,-1.5128575235167707,5.400000000000006,-0.14666582410737203,-6.0,-0.043633231299858244,3.0
94,17.248217829191482,-1.6034137481815642,4.800000000000006,-0.1513800827393947,-6.0,-0.043633231299858244,3.0
95,17.721035645214418,-1.686138066560766,4.200000000000006,-0.1555705348567482,-6.0,-0.043633231299858244,3.0
96,18.134444281969394,-1.760254859910137,3.6000000000000063,-0.15923718045943253,-6.0,-0.043633231299858244,3.0
97,18.48855922342066,-1.8250823867869739,3.000000000000006,-0.16238001954744766,-6.0,-0.043633231299858244,3.0
98,18.78348376544446,-1.8800324960867052,2.400000000000006,-0.1649990521207936,-6.0,-0.043633231299858244,3.0
99,19.019307457100556,-1.9246103656375242,1.800000000000006,-0.16709427817947034,-6.0,-0.043633231299858244,3.0
100,19.196104787136285,-1.9584142721016822,1.200000000000006,-0.1686656977234779,-6.0,-0.043633231299858244,3.0
101,19.31393411490314,-1.981135397030066,0.6000000000000059,-0.16971331075281626,-6.0,-0.043633231299858244,3.0
102,19.372836844986274,-1.9925576730184031,5.773159728050814e-15,-0.17023711726748544,-6.0,-0.043633231299858244,3.0
103,19.372836844986274,-1.9925576730184031,0.0,-0.17023711726748544,-6.0,-0.043633231299858244,3.0
104,1.5,0.0,14.4,0.0,-6.0,0.0,4.0
105,2.9400000000000004,0.0,13.8,0.0,-6.0,0.0,4.0
106,4.32,0.0,13.200000000000001,0.0,-6.0,0.0,4.0
107,5.640000000000001,0.0,12.600000000000001,0.0,-6.0,0.0,4.0
108,6.9,0.0,12.000000000000002,0.0,-6.0,0.0,4.0
109,8.100000000000001,0.0,11.400000000000002,0.0,-6.0,0.0,4.0
110,9.240000000000002,0.0,10.800000000000002,0.0,-6.0,0.0,4.0
111,10.320000000000002,0.0,10.200000000000003,0.0,-6.0,0.0,4.0
112,11.340000000000002,0.0,9.600000000000003,0.0,-6.0,0.0,4.0
113,12.300000000000002,0.0,9.000000000000004,0.0,-6.0,0.0,4.0
114,13.200000000000003,0.0,8.400000000000004,0.0,-6.0,0.0,4.0
115,14.040000000000003,0.0,7.800000000000004,0.0,-6.0,0.0,4.0
116,14.820000000000004,0.0,7.200000000000005,0.0,-6.0,0.0,4.0
117,15.540000000000004,0.0,6.600000000000005,0.0,-6.0,0.0,4.0
118,16.200000000000006,0.0,6.000000000000005,0.0,-6.0,0.0,4.0
119,16.800000000000008,0.0,5.400000000000006,0.0,-6.0,0.0,4.0
120,17.340000000000007,0.0,4.800000000000006,0.0,-6.0,0.0,4.0
121,17.820000000000007,0.0,4.200000000000006,0.0,-6.0,0.0,4.0
122,18.24000000000001,0.0,3.6000000000000063,0.0,-6.0,0.0,4.0
123,18.60000000000001,0.0,3.000000000000006,0.0,-6.0,0.0,4.0
124,18.90000000000001,0.0,2.400000000000006,0.0,-6.0,0.0,4.0
125,19.14000000000001,0.0,1.800000000000006,0.0,-6.0,0.0,4.0
126,19.32000000000001,0.0,1.200000000000006,0.0,-6.0,0.0,4.0
127,19.440000000000012,0.0,0.6000000000000059,0.0,-6.0,0.0,4.0
128,19.500000000000014,0.0,5.773159728050814e-15,0.0,-6.0,0.0,4.0
129,19.500000000000014,0.0,0.0,0.0,-6.0,0.0,4.0
130,1.4996427005904893,0.032737907166824114,14.4,0.013095162866729643,-6.0,0.043633231299858244,5.0
131,2.938764708227469,0.08301560734203886,13.8,0.0256665192187901,-6.0,0.043633231299858244,5.0
132,4.31720861274816,0.14853203344842653,13.200000000000001,0.03771406905618137,-6.0,0.043633231299858244,5.0
133,5.634869511874063,0.22707982090750284,12.600000000000001,0.049237812378903456,-6.0,0.043633231299858244,5.0
134,6.891689219472582,0.3165461419002429,12.000000000000002,0.06023774918695636,-6.0,0.043633231299858244,5.0
135,8.087650712439542,0.4149133485305013,11.400000000000002,0.07071387948034008,-6.0,0.043633231299858244,5.0
136,9.222772820372485,0.5202594451922706,10.800000000000002,0.0806662032590546,-6.0,0.043633231299858244,5.0
137,10.297105161347964,0.6307584095953234,10.200000000000003,0.09009472052309994,-6.0,0.043633231299858244,5.0
138,11.310723326350697,0.7446803810340845,9.600000000000003,0.0989994312724761,-6.0,0.043633231299858244,5.0
139,12.263724314224374,0.860391733596378,9.000000000000004,0.10738033550718307,-6.0,0.043633231299858244,5.0
140,13.156222218419193,0.9763550511060817,8.400000000000004,0.11523743322722085,-6.0,0.043633231299858244,5.0
141,13.988344166295656,1.0911290196803258,7.800000000000004,0.12257072443258946,-6.0,0.043633231299858244,5.0
142,14.760226511303657,1.2033682528608438,7.200000000000005,0.12938020912328888,-6.0,0.043633231299858244,5.0
143,15.472011277986027,1.311823063353164,6.600000000000005,0.1356658872993191,-6.0,0.043633231299858244,5.0
144,16.123842859452264,1.4153391944788372,6.000000000000005,0.14142775896068016,-6.0,0.043633231299858244,5.0
145,16.715864966726688,1.5128575235167707,5.400000000000006,0.14666582410737203,-6.0,0.043633231299858244,5.0
146,17.248217829191482,1.6034137481815642,4.800000000000006,0.1513800827393947,-6.0,0.043633231299858244,5.0
147,17.721035645214418,1.686138066560766,4.200000000000006,0.1555705348567482,-6.0,0.043633231299858244,5.0
148,18.134444281969394,1.760254859910137,3.6000000000000063,0.15923718045943253,-6.0,0.043633231299858244,5.0
149,18.48855922342066,1.8250823867869739,3.000000000000006,0.16238001954744766,-6.0,0.043633231299858244,5.0
150,18.78348376544446,1.8800324960867052,2.400000000000006,0.1649990521207936,-6.0,0.043633231299858244,5.0
151,19.019307457100556,1.9246103656375242,1.800000000000006,0.16709427817947034,-6.0,0.043633231299858244,5.0
152,19.196104787136285,1.9584142721016822,1.200000000000006,0.1686656977234779,-6.0,0.043633231299858244,5.0
153,19.31393411490314,1.981135397030066,0.6000000000000059,0.16971331075281626,-6.0,0.043633231299858244,5.0
154,19.372836844986274,1.9925576730184031,5.773159728050814e-15,0.17023711726748544,-6.0,0.043633231299858244,5.0
155,19.372836844986274,1.9925576730184031,0.0,0.17023711726748544,-6.0,0.043633231299858244,5.0
156,1.4985668815269824,0.06555380683450367,14.4,0.026221522733801468,-6.0,0.08726646259971646,6.0
157,2.935046565245756,0.16618242236315406,13.8,0.05139418455825087,-6.0,0.08726646259971646,6.0
158,4.308809504990055,0.29723731691158783,13.200000000000001,0.07551798547334823,-6.0,0.08726646259971646,6.0
159,5.6194374931045346,0.4542541210154608,12.600000000000001,0.09859292547909353,-6.0,0.08726646259971646,6.0
160,6.866700275259318,0.6329593314921242,12.000000000000002,0.12061900457548677,-6.0,0.08726646259971646,6.0
161,8.050533021856594,0.8292754746998287,11.400000000000002,0.14159622276252795,-6.0,0.08726646259971646,6.0
162,9.171014723269854,1.0393248898336145,10.800000000000002,0.16152458004021708,-6.0,0.08726646259971646,6.0
163,10.22834756230857,1.2594322897326788,10.200000000000003,0.18040407640855413,-6.0,0.08726646259971646,6.0
164,11.222837304904031,1.4861262505530242,9.600000000000003,0.19823471186753913,-6.0,0.08726646259971646,6.0
165,12.154874739022937,1.7161397749402831,9.000000000000004,0.21501648641717208,-6.0,0.08726646259971646,6.0
166,13.024918182182246,1.9464100661536652,8.400000000000004,0.23074940005745298,-6.0,0.08726646259971646,6.0
167,13.833477069601924,2.1740776430605484,7.800000000000004,0.2454334527883818,-6.0,0.08726646259971646,6.0
168,14.581096627926533,2.396484918145064,7.200000000000005,0.2590686446099586,-6.0,0.08726646259971646,6.0
169,15.268343633502097,2.6111743527416946,6.600000000000005,0.2716549755221833,-6.0,0.08726646259971646,6.0
170,15.895793249338837,2.8158862956916044,6.000000000000005,0.28319244552505596,-6.0,0.08726646259971646,6.0
171,16.4640169310481,3.0085566035876896,5.400000000000006,0.2936810546185766,-6.0,0.08726646259971646,6.0
172,16.97357138913758,3.187314132774962,4.800000000000006,0.3031208028027451,-6.0,0.08726646259971646,6.0
173,17.424988593006336,3.350478185345717,4.200000000000006,0.3115116900775616,-6.0,0.08726646259971646,6.0
174,17.81876680072434,3.496555983543792,3.6000000000000063,0.318853716443026,-6.0,0.08726646259971646,6.0
175,18.155362598135117,3.6242402392897715,3.000000000000006,0.3251468818991384,-6.0,0.08726646259971646,6.0
176,18.435183930910654,3.732406877971584,2.400000000000006,0.33039118644589865,-6.0,0.08726646259971646,6.0
177,18.65858411384201,3.8201129682175705,1.800000000000006,0.3345866300833069,-6.0,0.08726646259971646,6.0
178,18.825856802795993,3.8865949020801205,1.200000000000006,0.3377332128113631,-6.0,0.08726646259971646,6.0
179,18.937231916338014,3.931266862900103,0.6000000000000059,0.3398309346300672,-6.0,0.08726646259971646,6.0
180,18.992872495945196,3.953719611083271,5.773159728050814e-15,0.3408797955394193,-6.0,0.08726646259971646,6.0
181,18.992872495945196,3.953719611083271,0.0,0.3408797955394193,-6.0,0.08726646259971646,6.0
182,1.496760702073578,0.0985261423593253,14.4,0.039410456943730125,-6.0,0.1308996938995747,7.0
183,2.9288085659094376,0.2496516388288195,13.8,0.07724449560971104,-6.0,0.1308996938995747,7.0
184,4.294727520429721,0.4462868586705777,13.200000000000001,0.11350211599794274,-6.0,0.1308996938995747,7.0
185,5.593581943913141,0.6816104371695288,12.600000000000001,0.14818331810842525,-6.0,0.1308996938995747,7.0
186,6.824863213812363,0.9490920896157482,12.000000000000002,0.18128810194115855,-6.0,0.1308996938995747,7.0
187,7.988437813352236,1.2425101383203665,11.400000000000002,0.21281646749614264,-6.0,0.1308996938995747,7.0
188,9.084497339775874,1.5559643048838216,10.800000000000002,0.24276841477337752,-6.0,0.1308996938995747,7.0
189,10.113510687781316,1.8838843098036646,10.200000000000003,0.2711439437728632,-6.0,0.1308996938995747,7.0
190,11.076178617638584,2.221034805612765,9.600000000000003,0.2979430544945997,-6.0,0.1308996938995747,7.0
191,11.973390860644388,2.5625171492273298,9.000000000000004,0.32316574693858696,-6.0,0.1308996938995747,7.0
192,12.806185864800064,2.9037684950903873,8.400000000000004,0.34681202110482506,-6.0,0.1308996938995747,7.0
193,13.575713240641369,3.2405586639356136,7.800000000000004,0.36888187699331393,-6.0,0.1308996938995747,7.0
194,14.283198930692844,3.5689852133684936,7.200000000000005,0.3893753146040536,-6.0,0.1308996938995747,7.0
195,14.929913095700769,3.8854671066548305,6.600000000000005,0.40829233393704406,-6.0,0.1308996938995747,7.0
196,15.517140686217806,4.186737345702029,6.000000000000005,0.42563293499228533,-6.0,0.1308996938995747,7.0
197,16.04615464884745,4.469834903697298,5.400000000000006,0.4413971177697774,-6.0,0.1308996938995747,7.0
198,16.518191702073096,4.732096262616308,4.800000000000006,0.45558488226952026,-6.0,0.1308996938995747,7.0
199,16.934430606657926,4.971146831136908,4.200000000000006,0.46819622849151393,-6.0,0.1308996938995747,7.0
200,17.295972849673703,5.184892489607719,3.6000000000000063,0.47923115643575837,-6.0,0.1308996938995747,7.0
201,17.603825658874978,5.3715114807819395,3.000000000000006,0.4886896661022536,-6.0,0.1308996938995747,7.0
202,17.85888726496728,5.529446838120367,2.400000000000006,0.49657175749099963,-6.0,0.1308996938995747,7.0
203,18.061934332927684,5.657399517626046,1.800000000000006,0.5028774306019965,-6.0,0.1308996938995747,7.0
204,18.213611489543105,5.754322374378527,1.200000000000006,0.5076066854352441,-6.0,0.1308996938995747,7.0
205,18.314422882372515,5.819415101128866,0.6000000000000059,0.5107595219907426,-6.0,0.1308996938995747,7.0
206,18.364725715067387,5.852120223401561,5.773159728050814e-15,0.5123359402684918,-6.0,0.1308996938995747,7.0
207,18.364725715067387,5.852120223401561,0.0,0.5123359402684918,-6.0,0.1308996938995747,7.0
208,1.4942041648310165,0.13173425447333334,14.4,0.05269370178933334,-6.0,0.17453292519943295,8.0
209,2.9199883580578856,0.33357437522341055,13.8,0.10327965550709334,-6.0,0.17453292519943295,8.0
210,4.274836338174486,0.5958470401619582,13.200000000000001,0.15175786115328002,-6.0,0.17453292519943295,8.0
211,5.557098422439243,0.9092221305201464,12.600000000000001,0.19812831872789335,-6.0,0.17453292519943295,8.0
212,6.765894332064779,1.2647674143766112,12.000000000000002,0.24239102823093336,-6.0,0.17453292519943295,8.0
213,7.901017869860153,1.6539904274975128,11.400000000000002,0.2845459896624,-6.0,0.17453292519943295,8.0
214,8.962844540344934,2.0688688697516344,10.800000000000002,0.32459320302229333,-6.0,0.17453292519943295,8.0
215,9.952242991398053,2.501870838631325,10.200000000000003,0.36253266831061337,-6.0,0.17453292519943295,8.0
216,10.870490948204335,2.9459661998107567,9.600000000000003,0.39836438552736003,-6.0,0.17453292519943295,8.0
217,11.719196125214406,3.3946303531775097,9.000000000000004,0.43208835467253337,-6.0,0.17453292519943295,8.0
218,12.500222440010123,3.841841595876774,8.400000000000004,0.4637045757461334,-6.0,0.17453292519943295,8.0
219,13.215621713836908,4.282073215604513,7.800000000000004,0.4932130487481601,-6.0,0.17453292519943295,8.0
220,13.867570926207383,4.710281371166172,7.200000000000005,0.5206137736786134,-6.0,0.17453292519943295,8.0
221,14.458314994190006,5.121889736172695,6.600000000000005,0.5459067505374934,-6.0,0.17453292519943295,8.0
222,14.990114969362986,5.512771798188873,6.000000000000005,0.5690919793248,-6.0,0.17453292519943295,8.0
223,15.465201485401595,5.879231621741603,5.400000000000006,0.5901694600405334,-6.0,0.17453292519943295,8.0
224,15.885733245274304,6.217983800979409,4.800000000000006,0.6091391926846934,-6.0,0.17453292519943295,8.0
225,16.25376030743292,6.526133247707613,4.200000000000006,0.6260011772572801,-6.0,0.17453292519943295,8.0
226,16.571191913600885,6.801155383917821,3.6000000000000063,0.6407554137582935,-6.0,0.17453292519943295,8.0
227,16.839768595252472,7.040877235389523,3.000000000000006,0.6534019021877335,-6.0,0.17453292519943295,8.0
228,17.06103830016859,7.243459854797838,2.400000000000006,0.6639406425456003,-6.0,0.17453292519943295,8.0
229,17.236336293174542,7.407382439111549,1.800000000000006,0.6723716348318937,-6.0,0.17453292519943295,8.0
230,17.36676860502812,7.5314284468043855,1.200000000000006,0.6786948790466136,-6.0,0.17453292519943295,8.0
231,17.45319882924409,7.614673965254192,0.6000000000000059,0.6829103751897603,-6.0,0.17453292519943295,8.0
232,17.49623809731625,7.656478527251811,5.773159728050814e-15,0.6850181232613336,-6.0,0.17453292519943295,8.0
233,17.49623809731625,7.656478527251811,0.0,0.6850181232613336,-6.0,0.17453292519943295,8.0
234,1.4942041648310165,-0.13173425447333334,14.9,-0.05269370178933334,-1.0,-0.17453292519943295,9.0
235,2.9694947536560408,-0.3405827127494549,14.8,-0.10503611223340445,-1.0,-0.17453292519943295,9.0
236,4.42202382998425,-0.6244123842447403,14.700000000000001,-0.15702723133221336,-1.0,-0.17453292519943295,9.0
237,5.848138762670095,-0.9809179224491941,14.600000000000001,-0.20866705908576003,-1.0,-0.17453292519943295,9.0
238,7.244387576100442,-1.4076370935610012,14.500000000000002,-0.25995559549404446,-1.0,-0.17453292519943295,9.0
239,8.607523222706758,-1.9019661428299854,14.400000000000002,-0.3108928405570667,-1.0,-0.17453292519943295,9.0
240,9.934506817155674,-2.461174994747976,14.300000000000002,-0.36147879427482665,-1.0,-0.17453292519943295,9.0
241,11.222509874342439,-3.082422227882699,14.200000000000003,-0.41171345664732445,-1.0,-0.17453292519943295,9.0
